Film name,Date,Daily Gross,Gross To Date
Star Wars: Episode II - Attack of the Clones,2002-08-17,"$137,697","$299,309,943"
Star Wars: Episode II - Attack of the Clones,2002-08-18,"$91,922","$299,401,865"
Star Wars: Episode II - Attack of the Clones,2002-08-19,"$50,036","$299,451,901"
Star Wars: Episode II - Attack of the Clones,2002-08-20,"$53,477","$299,505,378"
Star Wars: Episode II - Attack of the Clones,2002-08-21,"$45,454","$299,550,832"
Star Wars: Episode II - Attack of the Clones,2002-08-22,"$51,289","$299,602,121"
Star Wars: Episode II - Attack of the Clones,2002-08-23,"$90,974","$299,693,095"
Star Wars: Episode II - Attack of the Clones,2002-08-24,"$136,982","$299,830,077"
Star Wars: Episode II - Attack of the Clones,2002-08-25,"$86,281","$299,916,358"
Star Wars: Episode II - Attack of the Clones,2002-08-26,"$40,353","$299,956,711"
Star Wars: Episode II - Attack of the Clones,2002-08-27,"$44,830","$300,001,541"
Star Wars: Episode II - Attack of the Clones,2002-08-28,"$37,860","$300,039,401"
Star Wars: Episode II - Attack of the Clones,2002-08-29,"$43,206","$300,082,607"
Star Wars: Episode II - Attack of the Clones,2002-08-30,"$115,512","$300,198,119"
Star Wars: Episode II - Attack of the Clones,2002-08-31,"$174,467","$300,372,586"
Star Wars: Episode II - Attack of the Clones,2002-09-01,"$183,452","$300,556,038"
Star Wars: Episode II - Attack of the Clones,2002-09-02,"$113,336","$300,669,374"
Star Wars: Episode II - Attack of the Clones,2002-09-03,"$42,316","$300,711,690"
Star Wars: Episode II - Attack of the Clones,2002-09-04,"$25,175","$300,736,865"
Star Wars: Episode II - Attack of the Clones,2002-09-05,"$32,278","$300,769,143"
Star Wars: Episode II - Attack of the Clones,2002-09-06,"$99,243","$300,868,386"
Star Wars: Episode II - Attack of the Clones,2002-09-07,"$173,954","$301,042,340"
Star Wars: Episode II - Attack of the Clones,2002-09-08,"$89,244","$301,131,584"
Star Wars: Episode II - Attack of the Clones,2002-09-09,"$22,063","$301,153,647"
Star Wars: Episode II - Attack of the Clones,2002-09-10,"$30,997","$301,184,644"
Star Wars: Episode II - Attack of the Clones,2002-09-11,"$25,984","$301,210,628"
Star Wars: Episode II - Attack of the Clones,2002-09-12,"$20,900","$301,231,528"
Star Wars: Episode II - Attack of the Clones,2002-09-13,"$73,583","$301,305,111"
Star Wars: Episode II - Attack of the Clones,2002-09-14,"$121,524","$301,426,635"
Star Wars: Episode II - Attack of the Clones,2002-09-15,"$73,867","$301,500,502"
Star Wars: Episode II - Attack of the Clones,2002-09-16,"$17,236","$301,517,738"
Star Wars: Episode II - Attack of the Clones,2002-09-17,"$22,093","$301,539,831"
Star Wars: Episode II - Attack of the Clones,2002-09-18,"$19,592","$301,559,423"
Star Wars: Episode II - Attack of the Clones,2002-09-19,"$16,146","$301,575,569"
Star Wars: Episode II - Attack of the Clones,2002-09-20,"$54,193","$301,629,762"
Star Wars: Episode II - Attack of the Clones,2002-09-21,"$92,364","$301,722,126"
Star Wars: Episode II - Attack of the Clones,2002-09-22,"$43,015","$301,765,141"
Star Wars: Episode II - Attack of the Clones,2002-09-23,"$12,781","$301,777,922"
Star Wars: Episode II - Attack of the Clones,2002-09-24,"$14,751","$301,792,673"
Star Wars: Episode II - Attack of the Clones,2002-09-25,"$11,157","$301,803,830"
Star Wars: Episode II - Attack of the Clones,2002-09-26,"$10,756","$301,814,586"
Star Wars: Episode II - Attack of the Clones,2002-09-27,"$30,184","$301,844,770"
Star Wars: Episode II - Attack of the Clones,2002-09-28,"$49,390","$301,894,160"
Star Wars: Episode II - Attack of the Clones,2002-09-29,"$26,979","$301,921,139"
Star Wars: Episode II - Attack of the Clones,2002-09-30,"$9,802","$301,930,941"
Star Wars: Episode II - Attack of the Clones,2002-10-01,"$7,483","$301,938,424"
Star Wars: Episode II - Attack of the Clones,2002-10-02,"$7,097","$301,945,521"
Star Wars: Episode II - Attack of the Clones,2002-10-03,"$7,036","$301,952,557"
Star Wars: Episode II - Attack of the Clones,2002-10-04,"$24,189","$301,976,746"
Star Wars: Episode II - Attack of the Clones,2002-10-05,"$37,884","$302,014,630"
Star Wars: Episode II - Attack of the Clones,2002-10-06,"$21,660","$302,036,290"
Star Wars: Episode II - Attack of the Clones,2002-10-07,"$7,138","$302,043,428"
Star Wars: Episode II - Attack of the Clones,2002-10-08,"$6,980","$302,050,408"
Star Wars: Episode II - Attack of the Clones,2002-10-09,"$6,908","$302,057,316"
Star Wars: Episode II - Attack of the Clones,2002-10-10,"$6,506","$302,063,822"
Star Wars: Episode II - Attack of the Clones,2002-10-11,"$10,900","$302,074,722"
Star Wars: Episode II - Attack of the Clones,2002-10-12,"$18,889","$302,093,611"
Star Wars: Episode II - Attack of the Clones,2002-10-13,"$12,028","$302,105,639"
Star Wars: Episode II - Attack of the Clones,2002-10-14,"$5,946","$302,111,585"
Star Wars: Episode II - Attack of the Clones,2002-10-15,"$5,050","$302,116,635"
Star Wars: Episode II - Attack of the Clones,2002-10-16,"$4,510","$302,121,145"
Star Wars: Episode II - Attack of the Clones,2002-10-17,"$4,521","$302,125,666"
Star Wars: Episode II - Attack of the Clones,2002-10-18,"$8,430","$302,134,096"
Star Wars: Episode II - Attack of the Clones,2002-10-19,"$13,808","$302,147,904"
Star Wars: Episode II - Attack of the Clones,2002-10-20,"$7,469","$302,155,373"
Star Wars: Episode II - Attack of the Clones,2002-10-21,"$2,871","$302,158,244"
Star Wars: Episode II - Attack of the Clones,2002-10-22,"$4,163","$302,162,407"
Star Wars: Episode II - Attack of the Clones,2002-10-23,"$2,908","$302,165,315"
Star Wars: Episode II - Attack of the Clones,2002-10-24,"$2,349","$302,167,664"
Star Wars: Episode II - Attack of the Clones,2002-10-25,"$4,384","$302,172,048"
